Date,Open,High,Low,Close
2009/7/15,6.8337,6.8342,6.8325,6.8325
2009/7/16,6.8325,6.8327,6.8318,6.8318
2009/7/17,6.8318,6.8328,6.8318,6.8319
2009/7/20,6.8319,6.8329,6.8313,6.8313
2009/7/21,6.8313,6.8324,6.831,6.831
2009/7/22,6.831,6.8325,6.8305,6.8305
2009/7/23,6.8304,6.8326,6.8304,6.832
2009/7/24,6.8318,6.8327,6.8314,6.8323
2009/7/27,6.8323,6.8324,6.8322,6.8322
2009/7/28,6.8322,6.8322,6.8312,6.8312
2009/7/29,6.831,6.833,6.8309,6.8315
2009/7/30,6.8324,6.8341,6.8324,6.8331
2009/7/31,6.8331,6.8335,6.8322,6.8329
2009/8/3,6.8329,6.8329,6.8318,6.8318
2009/8/4,6.8318,6.8318,6.8305,6.8305
2009/8/5,6.8306,6.8321,6.8301,6.8309
2009/8/6,6.8317,6.8322,6.8317,6.8322
2009/8/7,6.8316,6.8332,6.8314,6.8317
2009/8/10,6.833,6.8364,6.833,6.8344
2009/8/11,6.8351,6.8363,6.8348,6.8359
2009/8/12,6.8359,6.8365,6.8359,6.8359
2009/8/13,6.8359,6.8359,6.833,6.833
2009/8/14,6.8344,6.8357,6.834,6.8351
2009/8/17,6.8351,6.837,6.8345,6.8368
2009/8/18,6.8368,6.8368,6.8343,6.8346
2009/8/19,6.8346,6.8358,6.8342,6.835
2009/8/20,6.835,6.835,6.8327,6.8327
2009/8/21,6.8327,6.833,6.8323,6.8323
2009/8/24,6.8323,6.8324,6.8319,6.8319
2009/8/25,6.8315,6.8328,6.8312,6.8315
2009/8/26,6.832,6.8333,6.8315,6.8315
2009/8/27,6.832,6.8334,6.8315,6.8318
2009/8/28,6.8326,6.8326,6.831,6.831
2009/8/31,6.831,6.8324,6.8309,6.8309
2009/9/1,6.8309,6.8336,6.8305,6.8305
2009/9/2,6.832,6.8328,6.8304,6.831
2009/9/3,6.8313,6.8337,6.8308,6.8308
2009/9/4,6.8308,6.832,6.829,6.829
2009/9/7,6.8303,6.8313,6.8294,6.8295
2009/9/8,6.8295,6.8305,6.828,6.828
2009/9/9,6.8292,6.8298,6.827,6.8288
2009/9/10,6.8296,6.8303,6.8292,6.8301
2009/9/11,6.8301,6.8302,6.8277,6.829
2009/9/14,6.829,6.8301,6.828,6.828
2009/9/15,6.8292,6.8301,6.8289,6.8299
2009/9/16,6.8299,6.83,6.8257,6.8257
2009/9/17,6.8272,6.8288,6.8256,6.8265
2009/9/18,6.8272,6.8295,6.827,6.828
2009/9/21,6.8278,6.8301,6.8278,6.8289
2009/9/22,6.8297,6.8302,6.8274,6.8278
2009/9/23,6.8278,6.8286,6.8259,6.827
2009/9/24,6.828,6.8292,6.8256,6.8268
2009/9/25,6.8273,6.8302,6.8268,6.827
2009/9/28,6.8283,6.8292,6.8275,6.8275
2009/9/29,6.8275,6.8293,6.8268,6.8288
2009/9/30,6.8288,6.8288,6.827,6.827
2009/10/1,6.827,6.827,6.827,6.827
2009/10/2,6.827,6.836,6.827,6.827
2009/10/5,6.827,6.836,6.827,6.827
2009/10/6,6.827,6.83,6.827,6.827
2009/10/7,6.827,6.827,6.827,6.827
2009/10/8,6.827,6.827,6.827,6.827
2009/10/9,6.827,6.8286,6.8258,6.8264
2009/10/12,6.8264,6.8272,6.8242,6.8242
2009/10/13,6.8263,6.8283,6.8244,6.8266
2009/10/14,6.8274,6.8279,6.8263,6.8271
2009/10/15,6.8271,6.829,6.826,6.828
2009/10/16,6.828,6.8282,6.8267,6.8276
2009/10/19,6.8276,6.8282,6.8265,6.8276
2009/10/20,6.8276,6.8278,6.8264,6.8264
2009/10/21,6.8265,6.8289,6.8265,6.8283
2009/10/22,6.8282,6.8302,6.8278,6.8297
2009/10/23,6.8297,6.8302,6.8281,6.829
2009/10/26,6.829,6.8295,6.8281,6.8286
2009/10/27,6.8284,6.8352,6.8275,6.8294
2009/10/28,6.8301,6.8302,6.828,6.828
2009/10/29,6.828,6.8309,6.8279,6.8279
2009/10/30,6.8279,6.8303,6.8274,6.8274
2009/11/2,6.8278,6.8297,6.8275,6.8279
2009/11/3,6.8279,6.8293,6.8276,6.8279
2009/11/4,6.8288,6.8294,6.8275,6.8275
2009/11/5,6.827,6.8288,6.827,6.8276
2009/11/6,6.8279,6.8285,6.8276,6.8276
2009/11/9,6.8276,6.8294,6.8269,6.8271
2009/11/10,6.8271,6.8294,6.8265,6.8265
2009/11/11,6.8266,6.8287,6.8256,6.8259
2009/11/12,6.8259,6.8278,6.8259,6.8263
2009/11/13,6.8277,6.8278,6.827,6.827
2009/11/16,6.827,6.829,6.8266,6.8273
2009/11/17,6.8273,6.828,6.8268,6.827
2009/11/18,6.8275,6.8287,6.8264,6.827
2009/11/19,6.8279,6.8302,6.8277,6.8293
2009/11/20,6.8293,6.8295,6.8279,6.8287
2009/11/23,6.8287,6.833,6.8267,6.828
2009/11/24,6.828,6.8311,6.8268,6.8295
2009/11/25,6.8295,6.8297,6.8278,6.8282
2009/11/26,6.8305,6.8305,6.8265,6.829
2009/11/27,6.829,6.8313,6.8265,6.8265
2009/11/30,6.8276,6.8289,6.8266,6.8275
2009/12/1,6.8275,6.8285,6.8272,6.828
2009/12/2,6.828,6.828,6.827,6.827
2009/12/3,6.827,6.8281,6.8262,6.827
2009/12/4,6.8279,6.8286,6.8271,6.8271
2009/12/7,6.8271,6.8304,6.8268,6.8298
2009/12/8,6.8298,6.8302,6.8275,6.8285
2009/12/9,6.8285,6.8302,6.8268,6.8284
2009/12/10,6.8284,6.8302,6.8263,6.8274
2009/12/11,6.8268,6.8287,6.8267,6.8276
2009/12/14,6.8279,6.8315,6.8273,6.8281
2009/12/15,6.8291,6.83,6.8276,6.828
2009/12/16,6.8291,6.8292,6.8275,6.8279
2009/12/17,6.8289,6.83,6.8289,6.8296
2009/12/18,6.8296,6.83,6.829,6.829
2009/12/21,6.8281,6.8288,6.828,6.8285
2009/12/22,6.8294,6.8299,6.8291,6.8295
2009/12/23,6.8295,6.8295,6.8291,6.8292
2009/12/24,6.8292,6.8293,6.8281,6.8281
2009/12/25,6.8281,6.8292,6.8279,6.8279
2009/12/28,6.8282,6.8334,6.8271,6.8302
2009/12/29,6.8309,6.8325,6.8291,6.8299
2009/12/30,6.8299,6.831,6.8254,6.8254
2009/12/31,6.8282,6.8285,6.8248,6.827
2010/1/4,6.827,6.8295,6.8266,6.828
2010/1/5,6.8278,6.8286,6.8268,6.8268
2010/1/6,6.8275,6.8289,6.8268,6.8278
2010/1/7,6.8275,6.8292,6.8258,6.8278
2010/1/8,6.8275,6.8294,6.8272,6.8276
2010/1/11,6.8284,6.8295,6.8233,6.8233
2010/1/12,6.8273,6.828,6.8263,6.8265
2010/1/13,6.8265,6.8305,6.8264,6.8305
2010/1/14,6.8305,6.8305,6.8269,6.8275
2010/1/15,6.8275,6.8283,6.8265,6.8265
2010/1/18,6.8279,6.828,6.8266,6.8271
2010/1/19,6.8271,6.8285,6.8266,6.8278
2010/1/20,6.8278,6.8288,6.8268,6.8268
2010/1/21,6.8268,6.8281,6.8267,6.8278
2010/1/22,6.8278,6.828,6.8278,6.828
2010/1/25,6.828,6.828,6.8268,6.8278
2010/1/26,6.8278,6.8279,6.8271,6.8271
2010/1/27,6.8268,6.8278,6.8265,6.8278
2010/1/28,6.8278,6.8279,6.8265,6.8265
2010/1/29,6.8278,6.828,6.8278,6.8278
2010/2/1,6.8278,6.8282,6.8269,6.827
2010/2/2,6.827,6.8284,6.827,6.828
2010/2/3,6.828,6.828,6.826,6.826
2010/2/4,6.827,6.829,6.827,6.828
2010/2/5,6.829,6.829,6.827,6.8285
2010/2/8,6.8285,6.8285,6.8266,6.8275
2010/2/9,6.8275,6.8278,6.8267,6.8277
2010/2/10,6.8277,6.8335,6.8268,6.828
2010/2/11,6.829,6.8351,6.823,6.8338
2010/2/12,6.8338,6.8356,6.8324,6.8325
2010/2/15,6.8336,6.8336,6.8336,6.8336
2010/2/16,6.8336,6.8336,6.8325,6.8325
2010/2/19,6.834,6.834,6.83,6.83
2010/2/22,6.83,6.8305,6.8274,6.8274
2010/2/23,6.827,6.8329,6.8265,6.8272
2010/2/24,6.8277,6.8284,6.8269,6.8279
2010/2/25,6.8279,6.8283,6.8265,6.8277
2010/2/26,6.8277,6.8278,6.826,6.8268
2010/3/1,6.8268,6.8276,6.8261,6.8273
2010/3/2,6.8273,6.8308,6.8265,6.8275
2010/3/3,6.8275,6.8275,6.8268,6.8268
2010/3/4,6.8268,6.8276,6.8264,6.8268
2010/3/5,6.8268,6.8278,6.826,6.826
2010/3/8,6.827,6.8275,6.8261,6.8271
2010/3/9,6.8271,6.8277,6.8271,6.8273
2010/3/10,6.8273,6.8274,6.8269,6.8269
2010/3/11,6.8269,6.8278,6.8269,6.8276
2010/3/12,6.8276,6.8276,6.8264,6.8264
2010/3/15,6.8264,6.828,6.8257,6.8269
2010/3/16,6.8269,6.8273,6.8267,6.8267
2010/3/17,6.8267,6.8274,6.826,6.8269
2010/3/18,6.8269,6.8277,6.826,6.8271
2010/3/19,6.8271,6.8275,6.8262,6.8275
2010/3/22,6.8275,6.8278,6.8262,6.8276
2010/3/23,6.8276,6.8276,6.8263,6.8273
2010/3/24,6.8273,6.8283,6.8264,6.8276
2010/3/25,6.8276,6.8286,6.8264,6.828
2010/3/26,6.828,6.8294,6.8264,6.8279
2010/3/29,6.8279,6.8286,6.8267,6.8274
2010/3/30,6.8274,6.8274,6.8268,6.8268
2010/3/31,6.8268,6.827,6.8251,6.8268
2010/4/1,6.8252,6.828,6.8251,6.8273
2010/4/5,6.8259,6.8266,6.8249,6.8266
2010/4/6,6.8249,6.8269,6.8249,6.826
2010/4/7,6.825,6.8273,6.8249,6.8264
2010/4/8,6.8258,6.8265,6.8231,6.825
2010/4/9,6.8235,6.8261,6.8225,6.8239
2010/4/12,6.8225,6.8265,6.8225,6.825
2010/4/13,6.8262,6.8275,6.8245,6.8261
2010/4/14,6.825,6.8271,6.825,6.8268
2010/4/15,6.8263,6.8272,6.8255,6.827
2010/4/16,6.826,6.8272,6.8225,6.8263
2010/4/19,6.826,6.8276,6.825,6.8272
2010/4/20,6.826,6.8275,6.8248,6.8263
2010/4/21,6.825,6.8285,6.825,6.8285
2010/4/22,6.8265,6.8285,6.826,6.826
2010/4/23,6.827,6.8305,6.825,6.827
2010/4/26,6.827,6.8287,6.8255,6.8276
2010/4/27,6.8257,6.8287,6.8247,6.8266
2010/4/28,6.8255,6.8281,6.8245,6.8255
2010/4/29,6.8252,6.827,6.8245,6.8255
2010/4/30,6.8263,6.8272,6.8245,6.8245
2010/5/3,6.8255,6.8255,6.8245,6.8255
2010/5/4,6.8245,6.8273,6.8245,6.827
2010/5/5,6.826,6.828,6.826,6.8273
2010/5/6,6.8268,6.8277,6.826,6.8275
2010/5/7,6.8265,6.8279,6.825,6.8264
2010/5/10,6.825,6.8275,6.825,6.8273
2010/5/11,6.826,6.8298,6.8257,6.8285
2010/5/12,6.8295,6.8299,6.827,6.828
2010/5/13,6.8283,6.8292,6.827,6.8288
2010/5/14,6.8283,6.8287,6.826,6.8273
2010/5/17,6.827,6.8291,6.826,6.8284
2010/5/18,6.827,6.8289,6.8265,6.8283
2010/5/19,6.8275,6.8289,6.8265,6.8279
2010/5/20,6.8265,6.8287,6.8265,6.8287
2010/5/21,6.828,6.8286,6.826,6.8272
2010/5/24,6.8262,6.8296,6.826,6.8296
2010/5/25,6.8274,6.8324,6.827,6.832
2010/5/26,6.831,6.8323,6.8275,6.829
2010/5/27,6.8302,6.8323,6.8275,6.8306
2010/5/28,6.8295,6.8322,6.8262,6.8315
2010/5/31,6.8305,6.8322,6.826,6.8288
2010/6/1,6.8275,6.8316,6.8262,6.8285
2010/6/2,6.8305,6.85,6.8275,6.8306
2010/6/3,6.83,6.8328,6.828,6.8293
2010/6/4,6.8285,6.831,6.828,6.8296
2010/6/7,6.829,6.8332,6.828,6.8332
2010/6/8,6.83,6.8332,6.8262,6.8304
2010/6/9,6.829,6.831,6.8285,6.8295
2010/6/10,6.8285,6.8317,6.8285,6.8315
2010/6/11,6.8318,6.8336,6.8284,6.833
2010/6/14,6.832,6.8333,6.832,6.8333
2010/6/15,6.832,6.8333,6.832,6.832
2010/6/16,6.8333,6.8333,6.832,6.8333
2010/6/17,6.8284,6.8323,6.8284,6.83
2010/6/18,6.829,6.8301,6.826,6.8277
2010/6/21,6.8277,6.8277,6.7965,6.7978
2010/6/22,6.7965,6.8265,6.7953,6.8137
2010/6/23,6.8125,6.8137,6.8085,6.8124
2010/6/24,6.811,6.8259,6.7994,6.8006
2010/6/25,6.8001,6.811,6.787,6.7921
2010/6/28,6.791,6.797,6.7895,6.797
2010/6/29,6.796,6.8008,6.7935,6.7987
2010/6/30,6.7965,6.7995,6.7795,6.7825
2010/7/1,6.7815,6.7844,6.7805,6.7817
2010/7/2,6.7805,6.7819,6.7704,6.7719
2010/7/5,6.7705,6.7994,6.7685,6.7767
2010/7/6,6.7733,6.7809,6.773,6.78
2010/7/7,6.7781,6.7806,6.77,6.77
2010/7/8,6.7775,6.779,6.7744,6.777
2010/7/12,6.7725,6.7738,6.7705,6.7719
2010/7/13,6.771,6.7785,6.771,6.772
2010/7/14,6.773,6.7761,6.771,6.771
2010/7/15,6.774,6.778,6.7716,6.777
2010/7/16,6.7776,6.7776,6.7716,6.775
2010/7/19,6.778,6.7829,6.775,6.779
2010/7/20,6.7809,6.7821,6.7765,6.7791
2010/7/21,6.7798,6.7805,6.7752,6.7779
2010/7/22,6.7765,6.7829,6.7765,6.7795
2010/7/23,6.7805,6.7813,6.777,6.7813
2010/7/26,6.7778,6.7816,6.777,6.7798
2010/7/27,6.7748,6.7796,6.7735,6.7791
2010/7/28,6.7785,6.7812,6.776,6.779
2010/7/29,6.7775,6.7806,6.7735,6.776
2010/7/30,6.775,6.7758,6.7726,6.7745
2010/8/2,6.7735,6.7752,6.772,6.7735
2010/8/3,6.773,6.7744,6.7718,6.7738
2010/8/4,6.772,6.7752,6.771,6.773
2010/8/5,6.775,6.7773,6.771,6.7715
2010/8/6,6.77,6.7735,6.7669,6.769
2010/8/9,6.7685,6.7685,6.7652,6.768
2010/8/10,6.766,6.7744,6.766,6.773
2010/8/11,6.7729,6.7757,6.7722,6.7755
2010/8/12,6.7745,6.7937,6.7737,6.7853
2010/8/13,6.7922,6.7978,6.787,6.7941
2010/8/16,6.8027,6.8074,6.8015,6.8048
2010/8/17,6.8041,6.8041,6.791,6.793
2010/8/18,6.7895,6.7934,6.7875,6.7921
2010/8/19,6.7898,6.7926,6.788,6.7907
2010/8/20,6.7891,6.791,6.7875,6.791
2010/8/23,6.79,6.8006,6.7885,6.8005
2010/8/24,6.8,6.8014,6.7969,6.7976
2010/8/25,6.7965,6.8012,6.795,6.8005
2010/8/26,6.802,6.8032,6.7981,6.8008
2010/8/27,6.7992,6.8003,6.797,6.7987
2010/8/30,6.8012,6.8083,6.8,6.8039
2010/8/31,6.8094,6.8137,6.8064,6.8079
2010/9/1,6.8076,6.8128,6.8076,6.8112
2010/9/2,6.7993,6.8172,6.7993,6.808
2010/9/3,6.8018,6.8072,6.801,6.8024
2010/9/6,6.7867,6.7904,6.786,6.7883
2010/9/7,6.7865,6.7919,6.7798,6.7916
2010/9/8,6.7963,6.7987,6.7937,6.795
2010/9/9,6.7842,6.7881,6.781,6.783
2010/9/10,6.7823,6.7836,6.7636,6.77
2010/9/13,6.7686,6.769,6.7568,6.7605
2010/9/14,6.79,6.79,6.742,6.744
2010/9/15,6.7465,6.7473,6.733,6.739
2010/9/16,6.738,6.7405,6.724,6.725
2010/9/17,6.724,6.7307,6.723,6.724
2010/9/20,6.7264,6.7264,6.7083,6.7145
2010/9/21,6.7135,6.7145,6.6979,6.7069
2010/9/22,6.7055,6.7069,6.7035,6.7045
2010/9/23,6.7055,6.7073,6.7035,6.7063
2010/9/24,6.7073,6.7073,6.7035,6.7045
2010/9/27,6.7035,6.707,6.6857,6.6921
2010/9/28,6.69,6.6959,6.6885,6.6914
2010/9/29,6.69,6.6941,6.622,6.6879
2010/9/30,6.6865,6.694,6.6855,6.6915
2010/10/1,6.6905,6.6915,6.6895,6.6905
2010/10/4,6.61,6.6922,6.61,6.6922
2010/10/5,6.69,6.6922,6.614,6.6916
2010/10/6,6.6905,6.6916,6.689,6.689
2010/10/7,6.689,6.6918,6.689,6.6905
2010/10/8,6.6705,6.6905,6.6705,6.671
2010/10/11,6.671,6.676,6.6624,6.6689
2010/10/12,6.6678,6.676,6.6675,6.6743
2010/10/13,6.673,6.6743,6.6635,6.6644
2010/10/14,6.6635,6.6644,6.65,6.6515
2010/10/15,6.6516,6.6516,6.6395,6.6415
2010/10/18,6.6395,6.6507,6.6395,6.645
2010/10/19,6.644,6.65,6.644,6.6454
2010/10/20,6.645,6.6615,6.6445,6.6528
2010/10/21,6.6525,6.654,6.6438,6.6512
2010/10/22,6.6513,6.6623,6.6485,6.6593
2010/10/25,6.657,6.6598,6.6523,6.6589
2010/10/26,6.657,6.667,6.657,6.6635
2010/10/27,6.6613,6.686,6.6613,6.6815
2010/10/28,6.6805,6.6921,6.6805,6.6877
2010/10/29,6.6876,6.6877,6.6694,6.6717
2010/11/1,6.6754,6.6963,6.673,6.689
2010/11/2,6.688,6.6965,6.676,6.677
2010/11/3,6.6727,6.6774,6.6701,6.6755
2010/11/4,6.6745,6.6909,6.6599,6.661
2010/11/5,6.658,6.6654,6.65,6.655
2010/11/8,6.6549,6.6838,6.6549,6.679
2010/11/9,6.6691,6.679,6.642,6.642
2010/11/10,6.6353,6.642,6.6325,6.6335
2010/11/11,6.6336,6.6355,6.6195,6.624
2010/11/12,6.6215,6.6448,6.6215,6.6365
2010/11/15,6.636,6.6485,6.636,6.6415
2010/11/16,6.6348,6.6515,6.6345,6.6375
2010/11/17,6.6472,6.6509,6.641,6.6425
2010/11/18,6.6424,6.6426,6.632,6.633
2010/11/19,6.6329,6.6395,6.632,6.6395
2010/11/22,6.638,6.6426,6.6375,6.6415
2010/11/23,6.6452,6.6452,6.6415,6.643
2010/11/24,6.6451,6.6525,6.643,6.6525
2010/11/25,6.6495,6.6525,6.6465,6.6495
2010/11/26,6.6513,6.6687,6.65,6.6675
2010/11/29,6.6692,6.67,6.66,6.66
2010/11/30,6.6452,6.6688,6.6452,6.666
2010/12/1,6.667,6.668,6.6452,6.664
2010/12/2,6.6635,6.6641,6.6579,6.6605
2010/12/3,6.6595,6.6633,6.6574,6.6625
2010/12/6,6.6525,6.6625,6.645,6.6475
2010/12/7,6.6487,6.6487,6.6444,6.6465
2010/12/8,6.6445,6.6675,6.6445,6.6626
2010/12/9,6.6615,6.6627,6.6525,6.6559
2010/12/10,6.6545,6.6564,6.6488,6.656
2010/12/13,6.6755,6.6755,6.6545,6.6662
2010/12/14,6.665,6.6662,6.6502,6.6573
2010/12/15,6.656,6.6596,6.6525,6.6551
2010/12/16,6.654,6.6661,6.642,6.6645
2010/12/17,6.6625,6.6671,6.6545,6.6555
2010/12/20,6.6545,6.6784,6.6545,6.6755
2010/12/21,6.6592,6.6629,6.6575,6.658
2010/12/22,6.6575,6.658,6.645,6.646
2010/12/23,6.6455,6.6488,6.6415,6.646
2010/12/24,6.6441,6.646,6.6245,6.628
2010/12/27,6.645,6.645,6.626,6.6316
2010/12/28,6.6305,6.6317,6.6217,6.6245
2010/12/29,6.6257,6.6257,6.62,6.621
2010/12/30,6.62,6.6229,6.599,6.601
2010/12/31,6.6005,6.6078,6.5895,6.591
2011/1/3,6.59,6.591,6.5895,6.5907
2011/1/4,6.5895,6.6119,6.5895,6.6075
2011/1/5,6.6065,6.6262,6.585,6.6196
2011/1/6,6.585,6.6276,6.585,6.627
2011/1/7,6.6255,6.6331,6.6255,6.6286
2011/1/10,6.6275,6.6377,6.6275,6.6374
2011/1/11,6.636,6.6375,6.6185,6.6195
2011/1/12,6.6185,6.6196,6.6022,6.6047
2011/1/13,6.6047,6.6062,6.5944,6.6042
2011/1/14,6.6054,6.607,6.587,6.5886
2011/1/17,6.5875,6.596,6.5875,6.5939
2011/1/18,6.5915,6.5939,6.5825,6.5825
2011/1/19,6.5838,6.5879,6.58,6.5833
2011/1/20,6.582,6.5893,6.581,6.5862
2011/1/21,6.585,6.5899,6.581,6.5841
2011/1/24,6.583,6.5878,6.58,6.5819
2011/1/25,6.5805,6.5858,6.574,6.5834
2011/1/26,6.5822,6.5855,6.58,6.5824
2011/1/27,6.5805,6.5851,6.5805,6.5815
2011/1/28,6.5854,6.587,6.58,6.58
2011/1/31,6.5829,6.6027,6.58,6.6027
2011/2/1,6.6005,6.6027,6.5905,6.5947
2011/2/2,6.5935,6.5947,6.556,6.556
2011/2/3,6.557,6.557,6.556,6.557
2011/2/4,6.556,6.557,6.556,6.557
2011/2/7,6.556,6.561,6.556,6.561
2011/2/8,6.56,6.562,6.552,6.553
2011/2/9,6.552,6.5924,6.552,6.5924
2011/2/10,6.5921,6.5924,6.5853,6.5874
2011/2/11,6.5865,6.5938,6.5865,6.5927
2011/2/14,6.5915,6.5975,6.5915,6.5975
2011/2/15,6.5965,6.5976,6.5868,6.5894
2011/2/16,6.5895,6.5895,6.557,6.5865
2011/2/17,6.5894,6.5895,6.5795,6.586
2011/2/18,6.5825,6.5861,6.5728,6.5741
2011/2/21,6.5728,6.5742,6.554,6.5677
2011/2/22,6.5665,6.582,6.563,6.5795
2011/2/23,6.5807,6.5816,6.574,6.5751
2011/2/24,6.5795,6.5812,6.572,6.573
2011/2/25,6.572,6.5776,6.57,6.5759
2011/2/28,6.575,6.5785,6.569,6.5723
2011/3/1,6.566,6.5723,6.5645,6.571
2011/3/2,6.57,6.5748,6.57,6.5733
2011/3/3,6.57,6.5741,6.5663,6.5715
2011/3/4,6.5727,6.5727,6.5575,6.568
2011/3/7,6.567,6.5689,6.554,6.555
2011/3/8,6.554,6.5695,6.554,6.5694
2011/3/9,6.5682,6.5731,6.558,6.559
2011/3/10,6.558,6.5758,6.557,6.5741
2011/3/11,6.575,6.5774,6.5728,6.5752
2011/3/14,6.5745,6.5752,6.565,6.565
2011/3/15,6.5706,6.574,6.565,6.5715
2011/3/16,6.5729,6.5738,6.571,6.5723
2011/3/17,6.571,6.5768,6.5699,6.574
2011/3/18,6.5723,6.5751,6.5682,6.5699
2011/3/21,6.569,6.5699,6.5605,6.5645
2011/3/22,6.5635,6.5645,6.55,6.551
2011/3/23,6.5515,6.5618,6.5515,6.5585
2011/3/24,6.5595,6.564,6.558,6.559
2011/3/25,6.562,6.5643,6.5529,6.5578
2011/3/28,6.5615,6.5654,6.5601,6.5653
2011/3/29,6.5635,6.565,6.56,6.5617
2011/3/30,6.561,6.5617,6.555,6.5568
2011/3/31,6.5563,6.558,6.544,6.5493
2011/4/1,6.5475,6.5505,6.5454,6.5487
2011/4/4,6.5475,6.5487,6.536,6.5395
2011/4/5,6.539,6.54,6.5385,6.54
2011/4/6,6.5388,6.5474,6.5385,6.545
2011/4/7,6.5456,6.546,6.542,6.542
2011/4/8,6.543,6.543,6.535,6.536
2011/4/11,6.5361,6.5392,6.535,6.5391
2011/4/12,6.538,6.547,6.525,6.54
2011/4/13,6.5361,6.54,6.5328,6.5342
2011/4/14,6.533,6.536,6.53,6.5319
2011/4/15,6.5301,6.5331,6.5291,6.5327
2011/4/18,6.5315,6.5327,6.5285,6.5296
2011/4/19,6.5285,6.5344,6.527,6.5313
2011/4/20,6.5305,6.5313,6.508,6.5263
2011/4/21,6.524,6.5263,6.492,6.493
2011/4/22,6.492,6.521,6.492,6.5077
2011/4/25,6.5075,6.53,6.5065,6.5287
2011/4/26,6.5275,6.5316,6.502,6.528
2011/4/27,6.527,6.528,6.4925,6.511
2011/4/28,6.5023,6.511,6.4986,6.502
2011/4/29,6.501,6.502,6.479,6.49
2011/5/2,6.49,6.493,6.4895,6.493
2011/5/3,6.4895,6.5008,6.4895,6.4975
2011/5/4,6.4955,6.4994,6.4923,6.4935
2011/5/5,6.4915,6.4983,6.4915,6.494
2011/5/6,6.493,6.4995,6.4925,6.4935
2011/5/9,6.493,6.4972,6.4925,6.494
2011/5/10,6.4935,6.4963,6.4915,6.4925
2011/5/11,6.4915,6.4953,6.4915,6.4925
2011/5/12,6.4915,6.5039,6.4915,6.4996
2011/5/13,6.4985,6.5025,6.4963,6.4987
2011/5/16,6.4975,6.5098,6.497,6.5087
2011/5/17,6.5063,6.5092,6.504,6.5067
2011/5/18,6.5055,6.5079,6.5024,6.506
2011/5/19,6.5035,6.508,6.5016,6.505
2011/5/20,6.505,6.5052,6.4912,6.4915
2011/5/23,6.4915,6.506,6.4915,6.505
2011/5/24,6.5035,6.506,6.4983,6.4985
2011/5/25,6.499,6.499,6.4925,6.494
2011/5/26,6.493,6.499,6.4863,6.491
2011/5/27,6.4915,6.494,6.487,6.493
2011/5/30,6.4905,6.493,6.4825,6.4839
2011/5/31,6.4825,6.493,6.4781,6.4796
2011/6/1,6.4785,6.493,6.477,6.479
2011/6/2,6.478,6.4847,6.478,6.4838
2011/6/3,6.482,6.4838,6.4795,6.4795
2011/6/6,6.478,6.4795,6.478,6.4795
2011/6/7,6.4785,6.4822,6.47,6.482
2011/6/8,6.4805,6.4834,6.475,6.4764
2011/6/9,6.475,6.4802,6.474,6.4755
2011/6/10,6.477,6.4829,6.475,6.4811
2011/6/13,6.4861,6.4869,6.48,6.4836
2011/6/14,6.483,6.4837,6.45,6.4804
2011/6/15,6.4795,6.4928,6.4782,6.48
2011/6/16,6.4823,6.487,6.4745,6.4745
2011/6/17,6.4715,6.4745,6.4645,6.47
2011/6/20,6.467,6.477,6.467,6.472
2011/6/21,6.473,6.4794,6.464,6.466
2011/6/22,6.465,6.4688,6.4628,6.463
2011/6/23,6.4625,6.472,6.4575,6.4575
2011/6/24,6.4686,6.4775,6.4575,6.475
2011/6/27,6.47,6.4825,6.47,6.4825
2011/6/28,6.4815,6.4825,6.4694,6.47
2011/6/29,6.4695,6.4715,6.462,6.4642
2011/6/30,6.463,6.467,6.462,6.4645
2011/7/1,6.4635,6.4689,6.4635,6.4655
2011/7/4,6.465,6.4666,6.4599,6.4638
2011/7/5,6.4639,6.4702,6.461,6.4682
2011/7/6,6.4683,6.4717,6.463,6.468
2011/7/7,6.466,6.4694,6.462,6.4666
2011/7/8,6.462,6.4671,6.462,6.465
2011/7/11,6.4655,6.4681,6.462,6.468
2011/7/12,6.467,6.4751,6.4645,6.472
2011/7/13,6.473,6.474,6.4655,6.4685
2011/7/14,6.4655,6.472,6.4574,6.46
2011/7/15,6.4575,6.4648,6.4575,6.462
2011/7/18,6.461,6.47,6.461,6.4698
2011/7/19,6.469,6.4698,6.4616,6.462
2011/7/20,6.4641,6.4641,6.454,6.4591
2011/7/21,6.455,6.4592,6.4485,6.4545
2011/7/22,6.451,6.4545,6.444,6.4465
2011/7/25,6.4465,6.4488,6.445,6.4455
2011/7/26,6.4465,6.4465,6.4375,6.4421
2011/7/27,6.4375,6.444,6.4375,6.4439
2011/7/28,6.4425,6.461,6.4415,6.4428
2011/7/29,6.443,6.4445,6.436,6.437
2011/8/1,6.4376,6.438,6.4331,6.4335
2011/8/2,6.4347,6.4407,6.4327,6.4389
2011/8/3,6.438,6.4431,6.434,6.435
2011/8/4,6.434,6.443,6.4335,6.4387
2011/8/5,6.4375,6.4453,6.4375,6.44
2011/8/8,6.44,6.4411,6.4263,6.434
2011/8/9,6.4352,6.4433,6.4302,6.4302
2011/8/10,6.4314,6.4316,6.4151,6.4182
2011/8/11,6.417,6.4184,6.3907,6.3945
2011/8/12,6.3913,6.399,6.389,6.3902
2011/8/15,6.389,6.3938,6.389,6.3912
2011/8/16,6.39,6.393,6.3815,6.3828
2011/8/17,6.3815,6.3932,6.3815,6.3879
